index,Month,Parameter,Main-Sector,Sub-Sector,Industry,Value,Upload_Date,rank
752.00,31-05-2023,No of Issues,Industrials,Capital Goods,Industrial Products,3.00,16-10-2024,1.00
753.00,31-05-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Media,1.00,16-10-2024,1.00
754.00,31-05-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,2.00,16-10-2024,1.00
755.00,30-06-2023,No of Issues,Industrials,Capital Goods,Aerospace & Defense,1.00,16-10-2024,1.00
756.00,30-06-2023,No of Issues,Services,Services,Commercial Services & Supplies,3.00,16-10-2024,1.00
757.00,30-06-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,3.00,16-10-2024,1.00
758.00,30-06-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
759.00,30-06-2023,No of Issues,Healthcare,Healthcare,Healthcare Equipment & Supplies,2.00,16-10-2024,1.00
760.00,30-06-2023,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
761.00,30-06-2023,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
762.00,30-06-2023,No of Issues,Industrials,Capital Goods,Industrial Products,2.00,16-10-2024,1.00
763.00,30-06-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Media,1.00,16-10-2024,1.00
764.00,30-06-2023,No of Issues,Utilities,Utilities,Other Utilities,1.00,16-10-2024,1.00
765.00,30-06-2023,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
766.00,30-06-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,2.00,16-10-2024,1.00
767.00,30-06-2023,No of Issues,Consumer Discretionary,Realty,Realty,2.00,16-10-2024,1.00
768.00,30-06-2023,No of Issues,Consumer Discretionary,Consumer Services,Retailing,3.00,16-10-2024,1.00
769.00,30-06-2023,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
770.00,30-06-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
771.00,31-07-2023,No of Issues,Industrials,Capital Goods,Aerospace & Defense,1.00,16-10-2024,1.00
772.00,31-07-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,1.00,16-10-2024,1.00
773.00,31-07-2023,No of Issues,Financial Services,Financial Services,Banks,2.00,16-10-2024,1.00
774.00,31-07-2023,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
775.00,31-07-2023,No of Issues,Services,Services,Commercial Services & Supplies,4.00,16-10-2024,1.00
776.00,31-07-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,3.00,16-10-2024,1.00
777.00,31-07-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
778.00,31-07-2023,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
779.00,31-07-2023,No of Issues,Information Technology,Information Technology,IT - Hardware,1.00,16-10-2024,1.00
780.00,31-07-2023,No of Issues,Information Technology,Information Technology,IT - Services,2.00,16-10-2024,1.00
781.00,31-07-2023,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
782.00,31-07-2023,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,2.00,16-10-2024,1.00
783.00,31-07-2023,No of Issues,Industrials,Capital Goods,Industrial Products,5.00,16-10-2024,1.00
784.00,31-07-2023,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
785.00,31-07-2023,No of Issues,Consumer Discretionary,Consumer Services,Retailing,2.00,16-10-2024,1.00
786.00,31-07-2023,No of Issues,Services,Services,Transport Services,1.00,16-10-2024,1.00
787.00,31-08-2023,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,2.00,16-10-2024,1.00
788.00,31-08-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
789.00,31-08-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,3.00,16-10-2024,1.00
790.00,31-08-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
791.00,31-08-2023,No of Issues,Commodities,Chemicals,Fertilizers & Agrochemicals,1.00,16-10-2024,1.00
792.00,31-08-2023,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
793.00,31-08-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,1.00,16-10-2024,1.00
794.00,31-08-2023,No of Issues,Healthcare,Healthcare,Healthcare Services,3.00,16-10-2024,1.00
795.00,31-08-2023,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
796.00,31-08-2023,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
797.00,31-08-2023,No of Issues,Industrials,Capital Goods,Industrial Products,3.00,16-10-2024,1.00
798.00,31-08-2023,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,2.00,16-10-2024,1.00
799.00,31-08-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,4.00,16-10-2024,1.00
800.00,31-08-2023,No of Issues,Consumer Discretionary,Realty,Realty,1.00,16-10-2024,1.00
801.00,31-08-2023,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
802.00,31-08-2023,No of Issues,Services,Services,Transport Services,3.00,16-10-2024,1.00
803.00,30-09-2023,No of Issues,Financial Services,Financial Services,Capital Markets,1.00,16-10-2024,1.00
804.00,30-09-2023,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
805.00,30-09-2023,No of Issues,Services,Services,Commercial Services & Supplies,1.00,16-10-2024,1.00
806.00,30-09-2023,No of Issues,Industrials,Construction,Construction,2.00,16-10-2024,1.00
807.00,30-09-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
808.00,30-09-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
809.00,30-09-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
810.00,30-09-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,1.00,16-10-2024,1.00
811.00,30-09-2023,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
812.00,30-09-2023,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
813.00,30-09-2023,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
814.00,30-09-2023,No of Issues,Industrials,Capital Goods,Industrial Products,8.00,16-10-2024,1.00
815.00,30-09-2023,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,2.00,16-10-2024,1.00
816.00,30-09-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Media,1.00,16-10-2024,1.00
817.00,30-09-2023,No of Issues,Utilities,Utilities,Other Utilities,2.00,16-10-2024,1.00
818.00,30-09-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,1.00,16-10-2024,1.00
819.00,30-09-2023,No of Issues,Utilities,Power,Power,1.00,16-10-2024,1.00
820.00,30-09-2023,No of Issues,Consumer Discretionary,Realty,Realty,1.00,16-10-2024,1.00
821.00,30-09-2023,No of Issues,Consumer Discretionary,Consumer Services,Retailing,1.00,16-10-2024,1.00
822.00,30-09-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,3.00,16-10-2024,1.00
823.00,31-10-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,2.00,16-10-2024,1.00
824.00,31-10-2023,No of Issues,Services,Services,Commercial Services & Supplies,3.00,16-10-2024,1.00
825.00,31-10-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
826.00,31-10-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,1.00,16-10-2024,1.00
827.00,31-10-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,2.00,16-10-2024,1.00
828.00,31-10-2023,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
829.00,31-10-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
830.00,31-10-2023,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Gas,1.00,16-10-2024,1.00
831.00,31-10-2023,No of Issues,Information Technology,Information Technology,IT - Hardware,1.00,16-10-2024,1.00
832.00,31-10-2023,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
833.00,31-10-2023,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,2.00,16-10-2024,1.00
834.00,31-10-2023,No of Issues,Industrials,Capital Goods,Industrial Products,3.00,16-10-2024,1.00
835.00,31-10-2023,No of Issues,Commodities,Construction Materials,Other Construction Materials,1.00,16-10-2024,1.00
836.00,31-10-2023,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
837.00,31-10-2023,No of Issues,Utilities,Utilities,Other Utilities,1.00,16-10-2024,1.00
838.00,31-10-2023,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,1.00,16-10-2024,1.00
839.00,31-10-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,1.00,16-10-2024,1.00
840.00,31-10-2023,No of Issues,Consumer Discretionary,Consumer Services,Retailing,1.00,16-10-2024,1.00
841.00,31-10-2023,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
842.00,31-10-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,2.00,16-10-2024,1.00
843.00,31-10-2023,No of Issues,Services,Services,Transport Infrastructure,1.00,16-10-2024,1.00
844.00,31-10-2023,No of Issues,Services,Services,Transport Services,4.00,16-10-2024,1.00
845.00,30-11-2023,No of Issues,Consumer Discretionary,Automobile and Auto Components,Auto Components,1.00,16-10-2024,1.00
846.00,30-11-2023,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
847.00,30-11-2023,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
848.00,30-11-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,1.00,16-10-2024,1.00
849.00,30-11-2023,No of Issues,Services,Services,Commercial Services & Supplies,2.00,16-10-2024,1.00
850.00,30-11-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
851.00,30-11-2023,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
852.00,30-11-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,1.00,16-10-2024,1.00
853.00,30-11-2023,No of Issues,Healthcare,Healthcare,Healthcare Services,2.00,16-10-2024,1.00
854.00,30-11-2023,No of Issues,Information Technology,Information Technology,IT - Services,3.00,16-10-2024,1.00
855.00,30-11-2023,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
856.00,30-11-2023,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,3.00,16-10-2024,1.00
857.00,30-11-2023,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
858.00,30-11-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,1.00,16-10-2024,1.00
859.00,30-11-2023,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,1.00,16-10-2024,1.00
860.00,30-11-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,3.00,16-10-2024,1.00
861.00,30-11-2023,No of Issues,Consumer Discretionary,Consumer Services,Retailing,1.00,16-10-2024,1.00
862.00,30-11-2023,No of Issues,Telecommunication,Telecommunication,Telecom - Services,1.00,16-10-2024,1.00
863.00,30-11-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,2.00,16-10-2024,1.00
864.00,31-12-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,1.00,16-10-2024,1.00
865.00,31-12-2023,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,16-10-2024,1.00
866.00,31-12-2023,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
867.00,31-12-2023,No of Issues,Industrials,Capital Goods,Electrical Equipment,3.00,16-10-2024,1.00
868.00,31-12-2023,No of Issues,Financial Services,Financial Services,Finance,2.00,16-10-2024,1.00
869.00,31-12-2023,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Gas,1.00,16-10-2024,1.00
870.00,31-12-2023,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,2.00,16-10-2024,1.00
871.00,31-12-2023,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
872.00,31-12-2023,No of Issues,Information Technology,Information Technology,IT - Software,2.00,16-10-2024,1.00
873.00,31-12-2023,No of Issues,Industrials,Capital Goods,Industrial Products,6.00,16-10-2024,1.00
874.00,31-12-2023,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Media,1.00,16-10-2024,1.00
875.00,31-12-2023,No of Issues,Others,Others,Others,1.00,16-10-2024,1.00
876.00,31-12-2023,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,2.00,16-10-2024,1.00
877.00,31-12-2023,No of Issues,Consumer Discretionary,Realty,Realty,1.00,16-10-2024,1.00
878.00,31-12-2023,No of Issues,Consumer Discretionary,Consumer Services,Retailing,2.00,16-10-2024,1.00
879.00,31-12-2023,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,2.00,16-10-2024,1.00
880.00,31-12-2023,No of Issues,Services,Services,Transport Services,3.00,16-10-2024,1.00
881.00,31-01-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,1.00,16-10-2024,1.00
882.00,31-01-2024,No of Issues,Consumer Discretionary,Automobile and Auto Components,Auto Components,1.00,16-10-2024,1.00
883.00,31-01-2024,No of Issues,Financial Services,Financial Services,Capital Markets,1.00,16-10-2024,1.00
884.00,31-01-2024,No of Issues,Services,Services,Commercial Services & Supplies,2.00,16-10-2024,1.00
885.00,31-01-2024,No of Issues,Industrials,Construction,Construction,3.00,16-10-2024,1.00
886.00,31-01-2024,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,3.00,16-10-2024,1.00
887.00,31-01-2024,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
888.00,31-01-2024,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
889.00,31-01-2024,No of Issues,Commodities,Chemicals,Fertilizers & Agrochemicals,1.00,16-10-2024,1.00
890.00,31-01-2024,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
891.00,31-01-2024,No of Issues,Information Technology,Information Technology,IT - Hardware,1.00,16-10-2024,1.00
892.00,31-01-2024,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
893.00,31-01-2024,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,3.00,16-10-2024,1.00
894.00,31-01-2024,No of Issues,Industrials,Capital Goods,Industrial Products,2.00,16-10-2024,1.00
895.00,31-01-2024,No of Issues,Financial Services,Financial Services,Insurance,1.00,16-10-2024,1.00
896.00,31-01-2024,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
897.00,31-01-2024,No of Issues,Consumer Discretionary,Consumer Services,Retailing,1.00,16-10-2024,1.00
898.00,29-02-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,1.00,16-10-2024,1.00
899.00,29-02-2024,No of Issues,Consumer Discretionary,Automobile and Auto Components,Auto Components,1.00,16-10-2024,1.00
900.00,29-02-2024,No of Issues,Financial Services,Financial Services,Banks,2.00,16-10-2024,1.00
901.00,29-02-2024,No of Issues,Commodities,Construction Materials,Cement & Cement Products,1.00,16-10-2024,1.00
902.00,29-02-2024,No of Issues,Services,Services,Commercial Services & Supplies,1.00,16-10-2024,1.00
903.00,29-02-2024,No of Issues,Industrials,Construction,Construction,2.00,16-10-2024,1.00
904.00,29-02-2024,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,1.00,16-10-2024,1.00
905.00,29-02-2024,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
906.00,29-02-2024,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
907.00,29-02-2024,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
908.00,29-02-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
909.00,29-02-2024,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,16-10-2024,1.00
910.00,29-02-2024,No of Issues,Information Technology,Information Technology,IT - Hardware,2.00,16-10-2024,1.00
911.00,29-02-2024,No of Issues,Information Technology,Information Technology,IT - Services,1.00,16-10-2024,1.00
912.00,29-02-2024,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
913.00,29-02-2024,No of Issues,Industrials,Capital Goods,Industrial Products,5.00,16-10-2024,1.00
914.00,29-02-2024,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,2.00,16-10-2024,1.00
915.00,29-02-2024,No of Issues,Commodities,Metals & Mining,Metals & Minerals Trading,1.00,16-10-2024,1.00
916.00,29-02-2024,No of Issues,Consumer Discretionary,Consumer Services,Other Consumer Services,1.00,16-10-2024,1.00
917.00,29-02-2024,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,1.00,16-10-2024,1.00
918.00,29-02-2024,No of Issues,Utilities,Power,Power,1.00,16-10-2024,1.00
919.00,29-02-2024,No of Issues,Consumer Discretionary,Consumer Services,Retailing,2.00,16-10-2024,1.00
920.00,29-02-2024,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
921.00,29-02-2024,No of Issues,Services,Services,Transport Services,1.00,16-10-2024,1.00
922.00,31-03-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,1.00,16-10-2024,1.00
923.00,31-03-2024,No of Issues,Consumer Discretionary,Automobile and Auto Components,Automobiles,1.00,16-10-2024,1.00
924.00,31-03-2024,No of Issues,Financial Services,Financial Services,Capital Markets,1.00,16-10-2024,1.00
925.00,31-03-2024,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,2.00,16-10-2024,1.00
926.00,31-03-2024,No of Issues,Services,Services,Commercial Services & Supplies,3.00,16-10-2024,1.00
927.00,31-03-2024,No of Issues,Industrials,Construction,Construction,2.00,16-10-2024,1.00
928.00,31-03-2024,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,2.00,16-10-2024,1.00
929.00,31-03-2024,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,16-10-2024,1.00
930.00,31-03-2024,No of Issues,Commodities,Metals & Mining,Ferrous Metals,1.00,16-10-2024,1.00
931.00,31-03-2024,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
932.00,31-03-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,3.00,16-10-2024,1.00
933.00,31-03-2024,No of Issues,Healthcare,Healthcare,Healthcare Equipment & Supplies,1.00,16-10-2024,1.00
934.00,31-03-2024,No of Issues,Information Technology,Information Technology,IT - Services,3.00,16-10-2024,1.00
935.00,31-03-2024,No of Issues,Information Technology,Information Technology,IT - Software,1.00,16-10-2024,1.00
936.00,31-03-2024,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,2.00,16-10-2024,1.00
937.00,31-03-2024,No of Issues,Industrials,Capital Goods,Industrial Products,2.00,16-10-2024,1.00
938.00,31-03-2024,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Media,1.00,16-10-2024,1.00
939.00,31-03-2024,No of Issues,Commodities,Forest Materials,"Paper, Forest & Jute Products",2.00,16-10-2024,1.00
940.00,31-03-2024,No of Issues,Consumer Discretionary,Realty,Realty,1.00,16-10-2024,1.00
941.00,31-03-2024,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,3.00,16-10-2024,1.00
942.00,31-03-2024,No of Issues,Services,Services,Transport Services,1.00,16-10-2024,1.00
943.00,30-04-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,2.00,16-10-2024,1.00
944.00,30-04-2024,No of Issues,Consumer Discretionary,Automobile and Auto Components,Auto Components,1.00,16-10-2024,1.00
945.00,30-04-2024,No of Issues,Financial Services,Financial Services,Banks,1.00,16-10-2024,1.00
946.00,30-04-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,1.00,16-10-2024,1.00
947.00,30-04-2024,No of Issues,Services,Services,Commercial Services & Supplies,2.00,16-10-2024,1.00
948.00,30-04-2024,No of Issues,Industrials,Construction,Construction,4.00,16-10-2024,1.00
949.00,30-04-2024,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,5.00,16-10-2024,1.00
950.00,30-04-2024,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,16-10-2024,1.00
951.00,30-04-2024,No of Issues,Financial Services,Financial Services,Finance,1.00,16-10-2024,1.00
952.00,30-04-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,2.00,16-10-2024,1.00
953.00,30-04-2024,No of Issues,Information Technology,Information Technology,IT - Software,2.00,16-10-2024,1.00
954.00,30-04-2024,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,3.00,16-10-2024,1.00
955.00,30-04-2024,No of Issues,Industrials,Capital Goods,Industrial Products,3.00,16-10-2024,1.00
956.00,30-04-2024,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,1.00,16-10-2024,1.00
957.00,30-04-2024,No of Issues,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,2.00,16-10-2024,1.00
958.00,30-04-2024,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,1.00,16-10-2024,1.00
959.00,30-04-2024,No of Issues,Telecommunication,Telecommunication,Telecom - Services,2.00,16-10-2024,1.00
960.00,30-04-2024,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,1.00,16-10-2024,1.00
961.00,30-04-2024,No of Issues,Services,Services,Transport Services,1.00,16-10-2024,1.00
0.00,30-04-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,76.07,26-11-2024,1.00
1.00,30-04-2024,Amount of Issue Size,Consumer Discretionary,Automobile and Auto Components,Auto Components,53.89,26-11-2024,1.00
2.00,30-04-2024,Amount of Issue Size,Financial Services,Financial Services,Banks,"1,151.00",26-11-2024,1.00
3.00,30-04-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,21.78,26-11-2024,1.00
4.00,30-04-2024,Amount of Issue Size,Services,Services,Commercial Services & Supplies,28.04,26-11-2024,1.00
5.00,30-04-2024,Amount of Issue Size,Industrials,Construction,Construction,565.14,26-11-2024,1.00
6.00,30-04-2024,Amount of Issue Size,Consumer Discretionary,Consumer Durables,Consumer Durables,141.13,26-11-2024,1.00
7.00,30-04-2024,Amount of Issue Size,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,14.25,26-11-2024,1.00
8.00,30-04-2024,Amount of Issue Size,Financial Services,Financial Services,Finance,33.13,26-11-2024,1.00
9.00,30-04-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,32.10,26-11-2024,1.00
10.00,30-04-2024,Amount of Issue Size,Information Technology,Information Technology,IT - Software,93.44,26-11-2024,1.00
11.00,30-04-2024,Amount of Issue Size,Industrials,Capital Goods,Industrial Manufacturing,666.32,26-11-2024,1.00
12.00,30-04-2024,Amount of Issue Size,Industrials,Capital Goods,Industrial Products,134.09,26-11-2024,1.00
13.00,30-04-2024,Amount of Issue Size,Consumer Discretionary,Consumer Services,Leisure Services,16.47,26-11-2024,1.00
14.00,30-04-2024,Amount of Issue Size,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,12.60,26-11-2024,1.00
15.00,30-04-2024,Amount of Issue Size,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,12.07,26-11-2024,1.00
16.00,30-04-2024,Amount of Issue Size,Telecommunication,Telecommunication,Telecom - Services,"22,275.00",26-11-2024,1.00
17.00,30-04-2024,Amount of Issue Size,Consumer Discretionary,Textiles,Textiles & Apparels,44.74,26-11-2024,1.00
18.00,30-04-2024,Amount of Issue Size,Services,Services,Transport Services,5.60,26-11-2024,1.00
19.00,31-05-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,54.70,26-11-2024,1.00
20.00,31-05-2024,Amount of Issue Size,Consumer Discretionary,Automobile and Auto Components,Auto Components,25.25,26-11-2024,1.00
21.00,31-05-2024,Amount of Issue Size,Commodities,Construction Materials,Cement & Cement Products,400.00,26-11-2024,1.00
22.00,31-05-2024,Amount of Issue Size,Commodities,Chemicals,Chemicals & Petrochemicals,60.49,26-11-2024,1.00
23.00,31-05-2024,Amount of Issue Size,Services,Services,Commercial Services & Supplies,700.17,26-11-2024,1.00
24.00,31-05-2024,Amount of Issue Size,Industrials,Construction,Construction,23.36,26-11-2024,1.00
25.00,31-05-2024,Amount of Issue Size,Consumer Discretionary,Consumer Durables,Consumer Durables,15.00,26-11-2024,1.00
26.00,31-05-2024,Amount of Issue Size,Industrials,Capital Goods,Electrical Equipment,174.63,26-11-2024,1.00
27.00,31-05-2024,Amount of Issue Size,Financial Services,Financial Services,Finance,"4,271.83",26-11-2024,1.00
28.00,31-05-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,44.32,26-11-2024,1.00
29.00,31-05-2024,Amount of Issue Size,Healthcare,Healthcare,Healthcare Equipment & Supplies,12.60,26-11-2024,1.00
30.00,31-05-2024,Amount of Issue Size,Information Technology,Information Technology,IT - Hardware,35.18,26-11-2024,1.00
31.00,31-05-2024,Amount of Issue Size,Industrials,Capital Goods,Industrial Manufacturing,41.15,26-11-2024,1.00
32.00,31-05-2024,Amount of Issue Size,Industrials,Capital Goods,Industrial Products,40.96,26-11-2024,1.00
33.00,31-05-2024,Amount of Issue Size,Consumer Discretionary,Consumer Services,Leisure Services,"1,550.81",26-11-2024,1.00
34.00,31-05-2024,Amount of Issue Size,Consumer Discretionary,"Media, Entertainment & Publication",Media,8.48,26-11-2024,1.00
35.00,31-05-2024,Amount of Issue Size,Others,Others,Others,"4,584.16",26-11-2024,1.00
36.00,31-05-2024,Amount of Issue Size,Commodities,Forest Materials,"Paper, Forest & Jute Products",45.11,26-11-2024,1.00
37.00,31-05-2024,Amount of Issue Size,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,43.16,26-11-2024,1.00
38.00,31-05-2024,Amount of Issue Size,Consumer Discretionary,Consumer Services,Retailing,13.53,26-11-2024,1.00
39.00,31-05-2024,Amount of Issue Size,Consumer Discretionary,Textiles,Textiles & Apparels,28.87,26-11-2024,1.00
40.00,31-05-2024,Amount of Issue Size,Services,Services,Transport Infrastructure,28.00,26-11-2024,1.00
